RUN	Compenssar.portal1	portal1	1573830575703	 	3.0.2
USER	portal1	1	START	1573830578021	1573830578021
REQUEST	1		request_0	1573830578053	1573830578498	OK	 
REQUEST	1		request_1	1573830582513	1573830583135	OK	 
REQUEST	1		request_2	1573830583352	1573830583530	OK	 
REQUEST	1		request_101	1573830583274	1573830583568	OK	 
REQUEST	1		request_163	1573830583305	1573830583571	OK	 
REQUEST	1		request_170	1573830583307	1573830583574	OK	 
REQUEST	1		request_8	1573830583544	1573830583582	OK	 
REQUEST	1		request_9	1573830583585	1573830583633	OK	 
REQUEST	1		request_83	1573830583337	1573830583665	OK	 
REQUEST	1		request_84	1573830583338	1573830583666	OK	 
REQUEST	1		request_10	1573830583634	1573830583693	OK	 
REQUEST	1		request_113	1573830583308	1573830583697	OK	 
REQUEST	1		request_115	1573830583312	1573830583700	OK	 
REQUEST	1		request_117	1573830583314	1573830583703	OK	 
REQUEST	1		request_119	1573830583317	1573830583728	OK	 
REQUEST	1		request_87	1573830583270	1573830583743	OK	 
REQUEST	1		request_118	1573830583316	1573830583767	OK	 
REQUEST	1		request_11	1573830583694	1573830583771	OK	 
REQUEST	1		request_81	1573830583268	1573830583777	OK	 
REQUEST	1		request_162	1573830583702	1573830583781	OK	 
REQUEST	1		request_6	1573830583354	1573830583805	OK	 
REQUEST	1		request_12	1573830583773	1573830583809	OK	 
REQUEST	1		request_85	1573830583270	1573830583812	OK	 
REQUEST	1		request_125	1573830583273	1573830583814	OK	 
REQUEST	1		request_126	1573830583273	1573830583826	OK	 
REQUEST	1		request_14	1573830583811	1573830583836	OK	 
REQUEST	1		request_219	1573830583320	1573830583844	OK	 
REQUEST	1		request_130	1573830583816	1573830583848	OK	 
REQUEST	1		request_131	1573830583827	1573830583850	OK	 
REQUEST	1		request_15	1573830583837	1573830583870	OK	 
REQUEST	1		request_132	1573830583849	1573830583873	OK	 
REQUEST	1		request_133	1573830583852	1573830583874	OK	 
REQUEST	1		request_86	1573830583338	1573830583878	OK	 
REQUEST	1		request_93	1573830583272	1573830583885	OK	 
REQUEST	1		request_87	1573830583764	1573830583888	OK	 
REQUEST	1		request_16	1573830583871	1573830583898	OK	 
REQUEST	1		request_94	1573830583267	1573830583900	OK	 
REQUEST	1		request_134	1573830583874	1573830583906	OK	 
REQUEST	1		request_135	1573830583875	1573830583908	OK	 
REQUEST	1		request_17	1573830583899	1573830583911	OK	 
REQUEST	1		request_138	1573830583890	1573830583914	OK	 
REQUEST	1		request_137	1573830583887	1573830583915	OK	 
REQUEST	1		request_18	1573830583913	1573830583930	OK	 
REQUEST	1		request_68	1573830583355	1573830583934	OK	 
REQUEST	1		request_143	1573830583917	1573830583939	OK	 
REQUEST	1		request_188	1573830583351	1573830583941	OK	 
REQUEST	1		request_140	1573830583909	1573830583948	OK	 
REQUEST	1		request_19	1573830583931	1573830583984	OK	 
REQUEST	1		request_92	1573830583265	1573830583988	OK	 
REQUEST	1		request_142	1573830583915	1573830583990	OK	 
REQUEST	1		request_139	1573830583907	1573830583992	OK	 
REQUEST	1		request_145	1573830583949	1573830583996	OK	 
REQUEST	1		request_161	1573830583699	1573830583999	OK	 
REQUEST	1		request_165	1573830583704	1573830584003	OK	 
